Word,Conc.M,Conc.SD,Category
trimester,2.78,1.28,Abstract
warpath,2.78,1.45,Abstract
abridge,2.77,1.53,Abstract
aeration,2.77,1.28,Abstract
babyhood,2.77,1.11,Abstract
confessional,2.77,1.48,Abstract
decease,2.77,1.61,Abstract
denomination,2.77,1.28,Abstract
detoxifier,2.77,1.41,Abstract
dictatorship,2.77,1.48,Abstract
disturber,2.77,1.42,Abstract
dweeb,2.77,1.53,Abstract
enquiry,2.77,1.34,Abstract
expatriate,2.77,1.34,Abstract
judgeship,2.77,1.42,Abstract
leadoff,2.77,1.56,Abstract
provoker,2.77,1.24,Abstract
quietness,2.77,1.45,Abstract
reiteration,2.77,1.31,Abstract
rematch,2.77,1.38,Abstract
returner,2.77,1.34,Abstract
rollback,2.77,1.34,Abstract
sleeplessness,2.77,1.5,Abstract
squelching,2.77,1.23,Abstract
washout,2.77,1.39,Abstract
whiff,2.77,1.37,Abstract
anticoagulation,2.76,1.56,Abstract
bargaining,2.76,1.27,Abstract
boogieman,2.76,1.71,Abstract
boycott,2.76,1.43,Abstract
breathlessness,2.76,1.3,Abstract
captivity,2.76,1.33,Abstract
charm,2.76,1.35,Abstract
commerce,2.76,1.35,Abstract
devastation,2.76,1.35,Abstract
dividend,2.76,1.38,Abstract
doer,2.76,1.46,Abstract
endocrinology,2.76,1.61,Abstract
entanglement,2.76,1.27,Abstract
exhibitionism,2.76,1.21,Abstract
expenditure,2.76,1.43,Abstract
export,2.76,1.43,Abstract
fatherhood,2.76,1.38,Abstract
finale,2.76,1.55,Abstract
fluster,2.76,1.46,Abstract
habit,2.76,1.3,Abstract
healing,2.76,1.41,Abstract
implementer,2.76,1.36,Abstract
individualist,2.76,1.54,Abstract
internationalist,2.76,1.46,Abstract
intimidator,2.76,1.23,Abstract
lifelessness,2.76,1.36,Abstract
maternity,2.76,1.21,Abstract
oppressor,2.76,1.35,Abstract
outburst,2.76,1.18,Abstract
palsy,2.76,1.27,Abstract
policy,2.76,1.45,Abstract
pundit,2.76,1.45,Abstract
roleplaying,2.76,1.27,Abstract
romp,2.76,1.3,Abstract
sigma,2.76,1.54,Abstract
slurry,2.76,1.27,Abstract
sovereignty,2.76,1.48,Abstract
stead,2.76,1.54,Abstract
stealth,2.76,1.27,Abstract
synopsis,2.76,1.35,Abstract
thinness,2.76,1.27,Abstract
uptake,2.76,1.54,Abstract
antagonist,2.75,1.46,Abstract
bestiality,2.75,1.32,Abstract
biosynthesis,2.75,1.39,Abstract
bounciness,2.75,1.36,Abstract
breakdown,2.75,1.51,Abstract
chauvinist,2.75,1.67,Abstract
cleansing,2.75,1.35,Abstract
cliffy,2.75,1.45,Abstract
coalition,2.75,1.43,Abstract
cohort,2.75,1.39,Abstract
dictation,2.75,1.4,Abstract
engagement,2.75,1.46,Abstract
ghostwrite,2.75,1.39,Abstract
immunotherapy,2.75,1.59,Abstract
interruption,2.75,1.32,Abstract
linkage,2.75,1.27,Abstract
pressurization,2.75,1.55,Abstract
proposal,2.75,1.32,Abstract
reduction,2.75,1.48,Abstract
rendezvous,2.75,1.4,Abstract
retort,2.75,1.36,Abstract
ropey,2.75,1.33,Abstract
silliness,2.75,1.21,Abstract
wayside,2.75,1.4,Abstract
amino,2.74,1.71,Abstract
amount,2.74,1.29,Abstract
appetite,2.74,1.35,Abstract
approach,2.74,1.35,Abstract
arithmetic,2.74,1.55,Abstract
augmentation,2.74,1.29,Abstract
blankness,2.74,1.29,Abstract
convection,2.74,1.35,Abstract
cusp,2.74,1.16,Abstract
detainment,2.74,1.29,Abstract
exchange,2.74,1.43,Abstract
fatherland,2.74,1.46,Abstract
hypnotherapy,2.74,1.29,Abstract
indictment,2.74,1.35,Abstract
interaction,2.74,1.51,Abstract
malfunction,2.74,1.35,Abstract
mayday,2.74,1.38,Abstract
mocker,2.74,1.53,Abstract
molestation,2.74,1.26,Abstract
mothering,2.74,1.23,Abstract
nationality,2.74,1.32,Abstract
noisiness,2.74,1.4,Abstract
oddball,2.74,1.32,Abstract
outtake,2.74,1.42,Abstract
payoff,2.74,1.32,Abstract
pliability,2.74,1.43,Abstract
publicity,2.74,1.32,Abstract
pungency,2.74,1.45,Abstract
regimen,2.74,1.38,Abstract
revision,2.74,1.56,Abstract
sake,2.74,1.68,Abstract
sampling,2.74,1.26,Abstract
semi,2.74,1.63,Abstract
tenderfoot,2.74,1.23,Abstract
thermodynamics,2.74,1.53,Abstract
advice,2.73,1.2,Abstract
beginner,2.73,1.46,Abstract
believer,2.73,1.51,Abstract
brownnoser,2.73,1.04,Abstract
clause,2.73,1.48,Abstract
council,2.73,1.48,Abstract
curfew,2.73,1.44,Abstract
dandy,2.73,1.48,Abstract
engorgement,2.73,1.31,Abstract
fader,2.73,1.4,Abstract
festivity,2.73,1.43,Abstract
freestyle,2.73,1.26,Abstract
getup,2.73,1.34,Abstract
grouch,2.73,1.44,Abstract
incandescence,2.73,1.43,Abstract
indicator,2.73,1.4,Abstract
jihad,2.73,1.46,Abstract
mantra,2.73,1.6,Abstract
masochist,2.73,1.4,Abstract
nexus,2.73,1.64,Abstract
orthography,2.73,1.46,Abstract
preface,2.73,1.26,Abstract
repayment,2.73,1.53,Abstract
repose,2.73,1.51,Abstract
shakedown,2.73,1.37,Abstract
snitcher,2.73,1.28,Abstract
sourpuss,2.73,1.56,Abstract
vegetarianism,2.73,1.41,Abstract
abrasiveness,2.72,1.31,Abstract
activity,2.72,1.4,Abstract
advocate,2.72,1.49,Abstract
blockbuster,2.72,1.31,Abstract
christening,2.72,1.33,Abstract
debt,2.72,1.36,Abstract
dexterity,2.72,1.46,Abstract
dilapidation,2.72,1.34,Abstract
directive,2.72,1.36,Abstract
displacement,2.72,1.39,Abstract
dryness,2.72,1.51,Abstract
enshrine,2.72,1.28,Abstract
eradicator,2.72,1.36,Abstract
fact,2.72,1.56,Abstract
grump,2.72,1.31,Abstract
heft,2.72,1.4,Abstract
hypochondria,2.72,1.28,Abstract
maidenhood,2.72,1.41,Abstract
management,2.72,1.31,Abstract
misfit,2.72,1.49,Abstract
nosiness,2.72,1.36,Abstract
opportunist,2.72,1.53,Abstract
outing,2.72,1.41,Abstract
overpopulation,2.72,1.44,Abstract
paradise,2.72,1.31,Abstract
physiology,2.72,1.49,Abstract
presence,2.72,1.22,Abstract
ragtag,2.72,1.46,Abstract
rants,2.72,1.36,Abstract
redeployment,2.72,1.28,Abstract
sadist,2.72,1.31,Abstract
saturation,2.72,1.49,Abstract
smartass,2.72,1.53,Abstract
soliloquy,2.72,1.28,Abstract
theme,2.72,1.53,Abstract
trait,2.72,1.41,Abstract
trauma,2.72,1.44,Abstract
treble,2.72,1.46,Abstract
trillion,2.72,1.24,Abstract
undulation,2.72,1.43,Abstract
whopper,2.72,1.43,Abstract
abuse,2.71,1.27,Abstract
access,2.71,1.44,Abstract
commotion,2.71,1.38,Abstract
concession,2.71,1.58,Abstract
cootie,2.71,1.54,Abstract
credit,2.71,1.49,Abstract
cult,2.71,1.51,Abstract
downer,2.71,1.38,Abstract
dynamo,2.71,1.65,Abstract
enormousness,2.71,1.54,Abstract
escrow,2.71,1.63,Abstract
flattery,2.71,1.41,Abstract
fortnight,2.71,1.58,Abstract
looseness,2.71,1.18,Abstract
malformation,2.71,1.08,Abstract
moocher,2.71,1.18,Abstract
pregame,2.71,1.24,Abstract
procreation,2.71,1.36,Abstract
quotient,2.71,1.56,Abstract
reinsertion,2.71,1.49,Abstract
sellout,2.71,1.33,Abstract
shocker,2.71,1.33,Abstract
slipstream,2.71,1.61,Abstract
stereotyping,2.71,1.46,Abstract
swiftness,2.71,1.44,Abstract
tussle,2.71,1.27,Abstract
underclass,2.71,1.3,Abstract
underdog,2.71,1.58,Abstract
undernourishment,2.71,1.38,Abstract
vagrancy,2.71,1.3,Abstract
vampirism,2.71,1.37,Abstract
apprenticeship,2.7,1.56,Abstract
cadence,2.7,1.32,Abstract
connoisseur,2.7,1.51,Abstract
contamination,2.7,1.38,Abstract
conversationalist,2.7,1.41,Abstract
coverage,2.7,1.18,Abstract
crosscurrent,2.7,1.11,Abstract
delegation,2.7,1.46,Abstract
disturbance,2.7,1.61,Abstract
emigration,2.7,1.3,Abstract
encourager,2.7,1.35,Abstract
epidemiology,2.7,1.46,Abstract
equilateral,2.7,1.64,Abstract
ghoul,2.7,1.38,Abstract
grief,2.7,1.64,Abstract
inquiry,2.7,1.44,Abstract
instant,2.7,1.61,Abstract
interception,2.7,1.44,Abstract
loaner,2.7,1.29,Abstract
markup,2.7,1.18,Abstract
millionth,2.7,1.37,Abstract
miscreant,2.7,1.46,Abstract
misogynist,2.7,1.33,Abstract
morph,2.7,1.2,Abstract
multisystem,2.7,1.54,Abstract
nurturer,2.7,1.52,Abstract
oldness,2.7,1.23,Abstract
pang,2.7,1.44,Abstract
percent,2.7,1.49,Abstract
pushover,2.7,1.54,Abstract
reflexology,2.7,1.59,Abstract
replacer,2.7,1.26,Abstract
routine,2.7,1.46,Abstract
snob,2.7,1.44,Abstract
stupor,2.7,1.37,Abstract
tabulation,2.7,1.55,Abstract
testament,2.7,1.56,Abstract
tribunal,2.7,1.38,Abstract
underwriting,2.7,1.38,Abstract
unsnarl,2.7,1.3,Abstract
utterance,2.7,1.38,Abstract
vintage,2.7,1.29,Abstract
vocation,2.7,1.38,Abstract
annihilation,2.69,1.32,Abstract
autism,2.69,1.49,Abstract
bidding,2.69,1.41,Abstract
cloning,2.69,1.31,Abstract
colonization,2.69,1.26,Abstract
complaint,2.69,1.37,Abstract
covenant,2.69,1.44,Abstract
crux,2.69,1.41,Abstract
customizer,2.69,1.46,Abstract
deaconship,2.69,1.29,Abstract
enchanter,2.69,1.26,Abstract
engineering,2.69,1.42,Abstract
event,2.69,1.07,Abstract
extortion,2.69,1.54,Abstract
forces,2.69,1.29,Abstract
frequency,2.69,1.39,Abstract
impeachment,2.69,1.39,Abstract
inaccuracy,2.69,1.01,Abstract
indenture,2.69,1.29,Abstract
inflow,2.69,1.17,Abstract
integrator,2.69,1.26,Abstract
kleptomania,2.69,1.59,Abstract
legion,2.69,1.52,Abstract
life,2.69,1.44,Abstract
masochism,2.69,1.41,Abstract
mastery,2.69,1.14,Abstract
millisecond,2.69,1.44,Abstract
monopoly,2.69,1.54,Abstract
networking,2.69,1.54,Abstract
neutron,2.69,1.51,Abstract
omen,2.69,1.63,Abstract
overload,2.69,1.39,Abstract
rebound,2.69,1.14,Abstract
reshaping,2.69,1.16,Abstract
rottenness,2.69,1.52,Abstract
scratchy,2.69,1.51,Abstract
sharpness,2.69,1.34,Abstract
skirmish,2.69,1.38,Abstract
swagger,2.69,1.47,Abstract
trifle,2.69,1.2,Abstract
underdone,2.69,1.23,Abstract
weightlessness,2.69,1.54,Abstract
accreditation,2.68,1.39,Abstract
aggression,2.68,1.25,Abstract
ambassadorship,2.68,1.35,Abstract
bachelorhood,2.68,1.39,Abstract
bankruptcy,2.68,1.33,Abstract
bisexuality,2.68,1.55,Abstract
bitchiness,2.68,1.42,Abstract
blockhead,2.68,1.28,Abstract
byte,2.68,1.22,Abstract
challenger,2.68,1.35,Abstract
clique,2.68,1.52,Abstract
counterirritant,2.68,1.49,Abstract
custom,2.68,1.39,Abstract
dabbler,2.68,1.32,Abstract
danger,2.68,1.22,Abstract
decree,2.68,1.49,Abstract
ditz,2.68,1.41,Abstract
elongation,2.68,1.17,Abstract
entity,2.68,1.59,Abstract
error,2.68,1.52,Abstract
expanse,2.68,1.33,Abstract
expressionist,2.68,1.6,Abstract
gains,2.68,1.25,Abstract
gentile,2.68,1.54,Abstract
guardianship,2.68,1.47,Abstract
holdout,2.68,1.49,Abstract
insomnia,2.68,1.49,Abstract
luminosity,2.68,1.22,Abstract
novice,2.68,1.54,Abstract
problem,2.68,1.47,Abstract
proofing,2.68,1.25,Abstract
recovery,2.68,1.19,Abstract
repossession,2.68,1.33,Abstract
resistance,2.68,1.36,Abstract
reverb,2.68,1.47,Abstract
reverberation,2.68,1.31,Abstract
ruddiness,2.68,1.13,Abstract
severance,2.68,1.39,Abstract
sleight,2.68,1.47,Abstract
swindle,2.68,1.54,Abstract
thermo,2.68,1.59,Abstract
tiredness,2.68,1.38,Abstract
twit,2.68,1.49,Abstract
uppers,2.68,1.44,Abstract
yearlong,2.68,1.16,Abstract
yuppie,2.68,1.49,Abstract
analog,2.67,1.49,Abstract
aura,2.67,1.33,Abstract
betrothal,2.67,1.49,Abstract
bungler,2.67,1.27,Abstract
caste,2.67,1.46,Abstract
castoff,2.67,1.01,Abstract
conductivity,2.67,1.21,Abstract
coolness,2.67,1.27,Abstract
deportment,2.67,1.44,Abstract
derailment,2.67,1.3,Abstract
dialect,2.67,1.52,Abstract
dingbat,2.67,1.39,Abstract
dinky,2.67,1.3,Abstract
disinfection,2.67,1.39,Abstract
distension,2.67,1.44,Abstract
diversion,2.67,1.42,Abstract
doohickey,2.67,1.43,Abstract
electorate,2.67,1.49,Abstract
embezzlement,2.67,1.41,Abstract
escapade,2.67,1.21,Abstract
freebie,2.67,1.32,Abstract
heroism,2.67,1.37,Abstract
hoax,2.67,1.41,Abstract
incursion,2.67,1.35,Abstract
jabber,2.67,1.37,Abstract
lookup,2.67,1.49,Abstract
masculinity,2.67,1.3,Abstract
moralist,2.67,1.4,Abstract
noon,2.67,1.37,Abstract
peon,2.67,1.58,Abstract
pinnacle,2.67,1.56,Abstract
procedure,2.67,1.27,Abstract
proof,2.67,1.63,Abstract
quickie,2.67,1.39,Abstract
retailing,2.67,1.44,Abstract
retardant,2.67,1.47,Abstract
style,2.67,1.37,Abstract
submersion,2.67,1.36,Abstract
taxation,2.67,1.32,Abstract
toil,2.67,1.34,Abstract
tribute,2.67,1.58,Abstract
violation,2.67,1.41,Abstract
vocalization,2.67,1.41,Abstract
agenda,2.66,1.32,Abstract
deadline,2.66,1.63,Abstract
deceiver,2.66,1.54,Abstract
designator,2.66,1.45,Abstract
disembody,2.66,1.23,Abstract
distress,2.66,1.54,Abstract
immobilizer,2.66,1.45,Abstract
parole,2.66,1.49,Abstract
politics,2.66,1.47,Abstract
pro,2.66,1.63,Abstract
riffraff,2.66,1.45,Abstract
shares,2.66,1.4,Abstract
statehood,2.66,1.45,Abstract
tiptop,2.66,1.37,Abstract
articulation,2.65,1.23,Abstract
benchmarking,2.65,1.38,Abstract
bewitcher,2.65,1.47,Abstract
citizenry,2.65,1.5,Abstract
colorfast,2.65,1.47,Abstract
conduction,2.65,1.32,Abstract
cosmopolitan,2.65,1.44,Abstract
cosponsor,2.65,1.47,Abstract
crossover,2.65,1.2,Abstract
deadweight,2.65,1.57,Abstract
estimate,2.65,1.13,Abstract
exotica,2.65,1.38,Abstract
gamey,2.65,1.44,Abstract
gamut,2.65,1.37,Abstract
illuminati,2.65,1.65,Abstract
lightener,2.65,1.3,Abstract
limbo,2.65,1.79,Abstract
logarithm,2.65,1.62,Abstract
minority,2.65,1.41,Abstract
nimrod,2.65,1.41,Abstract
overabundance,2.65,1.38,Abstract
prospectus,2.65,1.82,Abstract
provision,2.65,1.65,Abstract
rental,2.65,1.38,Abstract
restoration,2.65,1.29,Abstract
retune,2.65,1.29,Abstract
sandman,2.65,1.61,Abstract
segregation,2.65,1.35,Abstract
signatory,2.65,1.44,Abstract
steadiness,2.65,1.4,Abstract
switchover,2.65,1.34,Abstract
tinge,2.65,1.11,Abstract
accumulator,2.64,1.15,Abstract
acronym,2.64,1.52,Abstract
anecdote,2.64,1.42,Abstract
annuity,2.64,1.52,Abstract
assent,2.64,1.5,Abstract
autoimmune,2.64,1.5,Abstract
bigamy,2.64,1.35,Abstract
cakewalk,2.64,1.7,Abstract
consequence,2.64,1.52,Abstract
contrast,2.64,1.31,Abstract
couture,2.64,1.25,Abstract
craftsmanship,2.64,1.32,Abstract
cynic,2.64,1.25,Abstract
demander,2.64,1.38,Abstract
diction,2.64,1.32,Abstract
digitalization,2.64,1.55,Abstract
disbursement,2.64,1.62,Abstract
distributorship,2.64,1.5,Abstract
downbeat,2.64,1.32,Abstract
dyslexia,2.64,1.57,Abstract
ecology,2.64,1.22,Abstract
excuser,2.64,1.25,Abstract
goodie,2.64,1.4,Abstract
immersion,2.64,1.45,Abstract
kilter,2.64,1.19,Abstract
liquidity,2.64,1.47,Abstract
modulation,2.64,1.31,Abstract
naysayer,2.64,1.34,Abstract
odyssey,2.64,1.35,Abstract
overexcitement,2.64,1.5,Abstract
overheads,2.64,1.35,Abstract
permeability,2.64,1.63,Abstract
scam,2.64,1.35,Abstract
smithereens,2.64,1.42,Abstract
superconductivity,2.64,1.08,Abstract
tamer,2.64,1.45,Abstract
telekinesis,2.64,1.54,Abstract
touchstone,2.64,1.5,Abstract
trivia,2.64,1.47,Abstract
tryout,2.64,1.38,Abstract
upstart,2.64,1.31,Abstract
victimizer,2.64,1.18,Abstract
withholder,2.64,1.39,Abstract
birthrate,2.63,1.57,Abstract
boohoo,2.63,1.57,Abstract
burden,2.63,1.33,Abstract
cavalier,2.63,1.54,Abstract
clash,2.63,1.35,Abstract
cleanliness,2.63,1.28,Abstract
consignment,2.63,1.28,Abstract
counterpart,2.63,1.39,Abstract
deflation,2.63,1.47,Abstract
deposer,2.63,1.42,Abstract
deterrent,2.63,1.31,Abstract
diagnosis,2.63,1.31,Abstract
disorganization,2.63,1.31,Abstract
disrupter,2.63,1.42,Abstract
edict,2.63,1.57,Abstract
explosiveness,2.63,1.25,Abstract
forfeiture,2.63,1.24,Abstract
fundraising,2.63,1.39,Abstract
goddess,2.63,1.39,Abstract
grassroots,2.63,1.55,Abstract
harmonics,2.63,1.01,Abstract
hertz,2.63,1.67,Abstract
heterosexuality,2.63,1.38,Abstract
libido,2.63,1.5,Abstract
linguistics,2.63,1.6,Abstract
localization,2.63,1.57,Abstract
loophole,2.63,1.47,Abstract
master,2.63,1.31,Abstract
matriarchy,2.63,1.36,Abstract
meteorology,2.63,1.47,Abstract
millennium,2.63,1.47,Abstract
prequel,2.63,1.47,Abstract
relocation,2.63,1.39,Abstract
reprimand,2.63,1.33,Abstract
reversal,2.63,1.01,Abstract
sissy,2.63,1.45,Abstract
squabble,2.63,1.18,Abstract
wartime,2.63,1.31,Abstract
wealth,2.63,1.5,Abstract
worrywart,2.63,1.42,Abstract
acknowledgement,2.62,1.42,Abstract
alarmist,2.62,1.47,Abstract
baroque,2.62,1.24,Abstract
biogenetics,2.62,1.52,Abstract
charity,2.62,1.29,Abstract
cocksucker,2.62,1.36,Abstract
coherence,2.62,1.29,Abstract
descendent,2.62,1.63,Abstract
disbar,2.62,1.3,Abstract
equilibrium,2.62,1.33,Abstract
fallout,2.62,1.47,Abstract
frailty,2.62,1.36,Abstract
harm,2.62,1.21,Abstract
induction,2.62,1.36,Abstract
outcast,2.62,1.27,Abstract
photojournalism,2.62,1.37,Abstract
position,2.62,1.57,Abstract
preorder,2.62,1.56,Abstract
procreator,2.62,1.45,Abstract
quarantining,2.62,1.27,Abstract
rascal,2.62,1.42,Abstract
reformist,2.62,1.52,Abstract
scenario,2.62,1.29,Abstract
slowness,2.62,1.4,Abstract
staffing,2.62,1.24,Abstract
stress,2.62,1.32,Abstract
subhuman,2.62,1.36,Abstract
subsection,2.62,1.12,Abstract
synchronization,2.62,1.38,Abstract
togetherness,2.62,1.15,Abstract
torment,2.62,1.13,Abstract
upscale,2.62,1.27,Abstract
void,2.62,1.36,Abstract
whir,2.62,1.1,Abstract
ally,2.61,1.37,Abstract
ascent,2.61,1.09,Abstract
digitization,2.61,1.4,Abstract
evolution,2.61,1.4,Abstract
expiration,2.61,1.23,Abstract
extrusion,2.61,1.64,Abstract
fucker,2.61,1.45,Abstract
netherworld,2.61,1.64,Abstract
pledge,2.61,1.37,Abstract
psychiatry,2.61,1.37,Abstract
recondition,2.61,1.23,Abstract
sense,2.61,1.45,Abstract
sequester,2.61,1.31,Abstract
sexuality,2.61,1.34,Abstract
solution,2.61,1.45,Abstract
tradeoff,2.61,1.31,Abstract
acquisition,2.6,1.41,Abstract
antics,2.6,1.15,Abstract
backswept,2.6,1.29,Abstract
commemoration,2.6,1.44,Abstract
dream,2.6,1.52,Abstract
ethnicity,2.6,1.3,Abstract
ferociousness,2.6,1.3,Abstract
gall,2.6,1.22,Abstract
happiness,2.6,1.26,Abstract
improvement,2.6,1.4,Abstract
juggernaut,2.6,1.55,Abstract
larceny,2.6,1.47,Abstract
leverage,2.6,1.35,Abstract
lightness,2.6,1.29,Abstract
mediation,2.6,1.54,Abstract
poundage,2.6,1.41,Abstract
propulsion,2.6,1.44,Abstract
retrovirus,2.6,1.41,Abstract
ritual,2.6,1.19,Abstract
sojourner,2.6,1.47,Abstract
sponsorship,2.6,1.3,Abstract
sustainer,2.6,1.57,Abstract
tension,2.6,1.3,Abstract
trendsetter,2.6,1.16,Abstract
venture,2.6,1.48,Abstract
vigil,2.6,1.22,Abstract
wizardry,2.6,1.41,Abstract
adventure,2.59,1.42,Abstract
aftertaste,2.59,1.5,Abstract
aggressiveness,2.59,1.19,Abstract
aloha,2.59,1.64,Abstract
arachnophobia,2.59,1.43,Abstract
bargain,2.59,1.15,Abstract
bestseller,2.59,1.15,Abstract
collaboration,2.59,1.37,Abstract
coloration,2.59,1.37,Abstract
content,2.59,1.45,Abstract
countermove,2.59,1.25,Abstract
cuteness,2.59,1.28,Abstract
ditto,2.59,1.42,Abstract
encase,2.59,1.42,Abstract
enunciation,2.59,1.39,Abstract
exodus,2.59,1.15,Abstract
fertility,2.59,1.31,Abstract
fervor,2.59,1.24,Abstract
handedness,2.59,1.14,Abstract
hesitation,2.59,1.21,Abstract
hierarchy,2.59,1.34,Abstract
highroad,2.59,1.5,Abstract
impact,2.59,1.21,Abstract
ironclad,2.59,1.45,Abstract
luxury,2.59,1.15,Abstract
manhood,2.59,1.34,Abstract
millennia,2.59,1.5,Abstract
mineralogy,2.59,1.32,Abstract
nearside,2.59,1.42,Abstract
noir,2.59,1.62,Abstract
nonstandard,2.59,1.43,Abstract
occult,2.59,1.42,Abstract
paternity,2.59,1.35,Abstract
patriarchy,2.59,1.25,Abstract
patsy,2.59,1.42,Abstract
pedophilia,2.59,1.32,Abstract
physic,2.59,1.67,Abstract
plagiarism,2.59,1.34,Abstract
plural,2.59,1.64,Abstract
proceeds,2.59,1.31,Abstract
production,2.59,1.37,Abstract
request,2.59,1.6,Abstract
scorn,2.59,1.38,Abstract
spellbinder,2.59,1.42,Abstract
stimuli,2.59,1.55,Abstract
subtext,2.59,1.62,Abstract
suspect,2.59,1.58,Abstract
tomfoolery,2.59,1.37,Abstract
topic,2.59,1.3,Abstract
urbanization,2.59,1.08,Abstract
voodoo,2.59,1.31,Abstract
weakness,2.59,1.47,Abstract
workings,2.59,1.4,Abstract
androgyny,2.58,1.41,Abstract
arraignment,2.58,1.53,Abstract
bioelectricity,2.58,1.25,Abstract
blasphemer,2.58,1.33,Abstract
brotherhood,2.58,1.21,Abstract
chairmanship,2.58,1.45,Abstract
ex,2.58,1.5,Abstract
extravaganza,2.58,1.33,Abstract
fullness,2.58,1.24,Abstract
halftime,2.58,1.45,Abstract
harassment,2.58,1.35,Abstract
headmastership,2.58,1.36,Abstract
hypothyroidism,2.58,1.53,Abstract
lawlessness,2.58,1.33,Abstract
nearness,2.58,1.47,Abstract
override,2.58,1.26,Abstract
physiotherapy,2.58,1.44,Abstract
protagonist,2.58,1.6,Abstract
revealer,2.58,1.17,Abstract
session,2.58,1.39,Abstract
thousandfold,2.58,1.35,Abstract
unsown,2.58,1.5,Abstract
yahoo,2.58,1.47,Abstract
advance,2.57,1.26,Abstract
alibi,2.57,1.43,Abstract
appearance,2.57,1.62,Abstract
bio,2.57,1.53,Abstract
buster,2.57,1.45,Abstract
cataclysm,2.57,1.26,Abstract
catechism,2.57,1.47,Abstract
characteristics,2.57,1.35,Abstract
cheerfulness,2.57,1.4,Abstract
debrief,2.57,1.25,Abstract
demigod,2.57,1.27,Abstract
detection,2.57,1.28,Abstract
dole,2.57,1.45,Abstract
economy,2.57,1.65,Abstract
equivalent,2.57,1.53,Abstract
expense,2.57,1.43,Abstract
fear,2.57,1.48,Abstract
heavens,2.57,1.48,Abstract
hyperactivity,2.57,1.26,Abstract
interval,2.57,1.57,Abstract
irritation,2.57,1.32,Abstract
isometrics,2.57,1.67,Abstract
journey,2.57,1.38,Abstract
law,2.57,1.6,Abstract
neuropathy,2.57,1.5,Abstract
occupancy,2.57,1.23,Abstract
occurrence,2.57,1.32,Abstract
oldie,2.57,1.14,Abstract
outreach,2.57,1.14,Abstract
parlay,2.57,1.1,Abstract
preproduction,2.57,0.86,Abstract
proportion,2.57,1.45,Abstract
retardation,2.57,1.07,Abstract
rule,2.57,1.37,Abstract
specialization,2.57,1.45,Abstract
trump,2.57,1.26,Abstract
unfitness,2.57,1.23,Abstract
welfare,2.57,1.07,Abstract
yuletide,2.57,1.53,Abstract
analysis,2.56,1.45,Abstract
analyzer,2.56,1.48,Abstract
aplenty,2.56,1.36,Abstract
clarifier,2.56,1.19,Abstract
collaborationist,2.56,1.39,Abstract
constituency,2.56,1.48,Abstract
counterstrike,2.56,1.29,Abstract
defrauder,2.56,1.37,Abstract
dimwit,2.56,1.45,Abstract
emergence,2.56,1.23,Abstract
gratitude,2.56,1.34,Abstract
grounding,2.56,1.31,Abstract
impediment,2.56,1.5,Abstract
insertion,2.56,1.4,Abstract
outpour,2.56,1.22,Abstract
parody,2.56,1.34,Abstract
pleasantry,2.56,1.26,Abstract
polarization,2.56,1.45,Abstract
preseason,2.56,1.19,Abstract
reanimation,2.56,1.31,Abstract
retest,2.56,1.19,Abstract
retraining,2.56,1.37,Abstract
temper,2.56,1.19,Abstract
twinge,2.56,1.45,Abstract
weekender,2.56,1.29,Abstract
zealot,2.56,1.39,Abstract
aficionado,2.55,1.18,Abstract
brainchild,2.55,1.55,Abstract
brainstorm,2.55,1.55,Abstract
consistency,2.55,1.18,Abstract
counterproposal,2.55,1.5,Abstract
critique,2.55,1.55,Abstract
cutthroat,2.55,1.48,Abstract
fluidity,2.55,1.24,Abstract
hypocrite,2.55,1.45,Abstract
ladylove,2.55,1.34,Abstract
lifespan,2.55,1.53,Abstract
minimalist,2.55,1.59,Abstract
monarchy,2.55,1.68,Abstract
namesake,2.55,1.35,Abstract
parenthood,2.55,1.18,Abstract
parenting,2.55,1.38,Abstract
payback,2.55,1.45,Abstract
ratio,2.55,1.35,Abstract
reappearance,2.55,1.21,Abstract
resource,2.55,1.3,Abstract
sadism,2.55,1.27,Abstract
spoilsport,2.55,1.41,Abstract
stupidity,2.55,1.38,Abstract
subplot,2.55,1.48,Abstract
victory,2.55,1.33,Abstract
womanhood,2.55,1.38,Abstract
abandonment,2.54,1.29,Abstract
achiness,2.54,1.36,Abstract
adventuress,2.54,1.35,Abstract
array,2.54,1.6,Abstract
bebop,2.54,1.24,Abstract
career,2.54,1.14,Abstract
charmer,2.54,1.1,Abstract
classics,2.54,1.45,Abstract
configuration,2.54,1.45,Abstract
conquest,2.54,1.2,Abstract
cyberspace,2.54,1.39,Abstract
darling,2.54,1.55,Abstract
deadliness,2.54,1.27,Abstract
disarmament,2.54,1.39,Abstract
discloser,2.54,1.4,Abstract
discrepancy,2.54,1.32,Abstract
dishevelment,2.54,1.36,Abstract
doomsayer,2.54,1.4,Abstract
enabler,2.54,1.45,Abstract
equalizer,2.54,1.48,Abstract
expansionism,2.54,1.14,Abstract
expansionist,2.54,1.36,Abstract
expression,2.54,1.37,Abstract
flub,2.54,1.24,Abstract
flux,2.54,1.48,Abstract
goodwill,2.54,1.55,Abstract
goof,2.54,1.44,Abstract
gravitation,2.54,1.29,Abstract
hardhead,2.54,1.35,Abstract
humanist,2.54,1.42,Abstract
hussy,2.54,1.26,Abstract
hyperspace,2.54,1.64,Abstract
